video_name,tag
v_Punch_g12_c06.avi,Punch
v_Punch_g12_c07.avi,Punch
v_Punch_g13_c01.avi,Punch
v_Punch_g13_c02.avi,Punch
v_Punch_g13_c03.avi,Punch
v_Punch_g13_c04.avi,Punch
v_Punch_g13_c05.avi,Punch
v_Punch_g13_c06.avi,Punch
v_Punch_g13_c07.avi,Punch
v_Punch_g14_c01.avi,Punch
v_Punch_g14_c02.avi,Punch
v_Punch_g14_c03.avi,Punch
v_Punch_g14_c04.avi,Punch
v_Punch_g14_c05.avi,Punch
v_Punch_g14_c06.avi,Punch
v_Punch_g14_c07.avi,Punch
v_Punch_g15_c01.avi,Punch
v_Punch_g15_c02.avi,Punch
v_Punch_g15_c03.avi,Punch
v_Punch_g15_c04.avi,Punch
v_Punch_g15_c05.avi,Punch
v_Punch_g15_c06.avi,Punch
v_Punch_g16_c01.avi,Punch
v_Punch_g16_c02.avi,Punch
v_Punch_g16_c03.avi,Punch
v_Punch_g16_c04.avi,Punch
v_Punch_g16_c05.avi,Punch
v_Punch_g16_c06.avi,Punch
v_Punch_g16_c07.avi,Punch
v_Punch_g17_c01.avi,Punch
v_Punch_g17_c02.avi,Punch
v_Punch_g17_c03.avi,Punch
v_Punch_g17_c04.avi,Punch
v_Punch_g17_c05.avi,Punch
v_Punch_g17_c06.avi,Punch
v_Punch_g17_c07.avi,Punch
v_Punch_g18_c01.avi,Punch
v_Punch_g18_c02.avi,Punch
v_Punch_g18_c03.avi,Punch
v_Punch_g18_c04.avi,Punch
v_Punch_g18_c05.avi,Punch
v_Punch_g18_c06.avi,Punch
v_Punch_g18_c07.avi,Punch
v_Punch_g19_c01.avi,Punch
v_Punch_g19_c02.avi,Punch
v_Punch_g19_c03.avi,Punch
v_Punch_g19_c04.avi,Punch
v_Punch_g19_c05.avi,Punch
v_Punch_g19_c06.avi,Punch
v_Punch_g19_c07.avi,Punch
v_Punch_g20_c01.avi,Punch
v_Punch_g20_c02.avi,Punch
v_Punch_g20_c03.avi,Punch
v_Punch_g20_c04.avi,Punch
v_Punch_g21_c01.avi,Punch
v_Punch_g21_c02.avi,Punch
v_Punch_g21_c03.avi,Punch
v_Punch_g21_c04.avi,Punch
v_Punch_g21_c05.avi,Punch
v_Punch_g21_c06.avi,Punch
v_Punch_g21_c07.avi,Punch
v_Punch_g22_c01.avi,Punch
v_Punch_g22_c02.avi,Punch
v_Punch_g22_c03.avi,Punch
v_Punch_g22_c04.avi,Punch
v_Punch_g22_c05.avi,Punch
v_Punch_g22_c06.avi,Punch
v_Punch_g22_c07.avi,Punch
v_Punch_g23_c01.avi,Punch
v_Punch_g23_c02.avi,Punch
v_Punch_g23_c03.avi,Punch
v_Punch_g23_c04.avi,Punch
v_Punch_g23_c05.avi,Punch
v_Punch_g23_c06.avi,Punch
v_Punch_g23_c07.avi,Punch
v_Punch_g24_c01.avi,Punch
v_Punch_g24_c02.avi,Punch
v_Punch_g24_c03.avi,Punch
v_Punch_g24_c04.avi,Punch
v_Punch_g24_c05.avi,Punch
v_Punch_g24_c06.avi,Punch
v_Punch_g24_c07.avi,Punch
v_Punch_g25_c01.avi,Punch
v_Punch_g25_c02.avi,Punch
v_Punch_g25_c03.avi,Punch
v_Punch_g25_c04.avi,Punch
v_Punch_g25_c05.avi,Punch
v_Punch_g25_c06.avi,Punch
v_Punch_g25_c07.avi,Punch
v_PushUps_g08_c01.avi,PushUps
v_PushUps_g08_c02.avi,PushUps
v_PushUps_g08_c03.avi,PushUps
v_PushUps_g08_c04.avi,PushUps
v_PushUps_g09_c01.avi,PushUps
v_PushUps_g09_c02.avi,PushUps
v_PushUps_g09_c03.avi,PushUps
v_PushUps_g09_c04.avi,PushUps
v_PushUps_g10_c01.avi,PushUps
v_PushUps_g10_c02.avi,PushUps
v_PushUps_g10_c03.avi,PushUps
v_PushUps_g10_c04.avi,PushUps
v_PushUps_g11_c01.avi,PushUps
v_PushUps_g11_c02.avi,PushUps
v_PushUps_g11_c03.avi,PushUps
v_PushUps_g11_c04.avi,PushUps
v_PushUps_g12_c01.avi,PushUps
v_PushUps_g12_c02.avi,PushUps
v_PushUps_g12_c03.avi,PushUps
v_PushUps_g12_c04.avi,PushUps
v_PushUps_g13_c01.avi,PushUps
v_PushUps_g13_c02.avi,PushUps
v_PushUps_g13_c03.avi,PushUps
v_PushUps_g13_c04.avi,PushUps
v_PushUps_g14_c01.avi,PushUps
v_PushUps_g14_c02.avi,PushUps
v_PushUps_g14_c03.avi,PushUps
v_PushUps_g14_c04.avi,PushUps
v_PushUps_g15_c01.avi,PushUps
v_PushUps_g15_c02.avi,PushUps
v_PushUps_g15_c03.avi,PushUps
v_PushUps_g15_c04.avi,PushUps
v_PushUps_g16_c01.avi,PushUps
v_PushUps_g16_c02.avi,PushUps
v_PushUps_g16_c03.avi,PushUps
v_PushUps_g16_c04.avi,PushUps
v_PushUps_g17_c01.avi,PushUps
v_PushUps_g17_c02.avi,PushUps
v_PushUps_g17_c03.avi,PushUps
v_PushUps_g17_c04.avi,PushUps
v_PushUps_g18_c01.avi,PushUps
v_PushUps_g18_c02.avi,PushUps
v_PushUps_g18_c03.avi,PushUps
v_PushUps_g18_c04.avi,PushUps
v_PushUps_g19_c01.avi,PushUps
v_PushUps_g19_c02.avi,PushUps
v_PushUps_g19_c03.avi,PushUps
v_PushUps_g19_c04.avi,PushUps
v_PushUps_g20_c01.avi,PushUps
v_PushUps_g20_c02.avi,PushUps
v_PushUps_g20_c03.avi,PushUps
v_PushUps_g20_c04.avi,PushUps
v_PushUps_g21_c01.avi,PushUps
v_PushUps_g21_c02.avi,PushUps
v_PushUps_g21_c03.avi,PushUps
v_PushUps_g21_c04.avi,PushUps
v_PushUps_g22_c01.avi,PushUps
v_PushUps_g22_c02.avi,PushUps
v_PushUps_g22_c03.avi,PushUps
v_PushUps_g22_c04.avi,PushUps
v_PushUps_g23_c01.avi,PushUps
v_PushUps_g23_c02.avi,PushUps
v_PushUps_g23_c03.avi,PushUps
v_PushUps_g23_c04.avi,PushUps
v_PushUps_g24_c01.avi,PushUps
v_PushUps_g24_c02.avi,PushUps
v_PushUps_g24_c03.avi,PushUps
v_PushUps_g24_c04.avi,PushUps
v_PushUps_g25_c01.avi,PushUps
v_PushUps_g25_c02.avi,PushUps
v_PushUps_g25_c03.avi,PushUps
v_PushUps_g25_c04.avi,PushUps
